MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English 
E02000001,City of London 001,8.41,22.58,27.73,27.25,14.03,26.2,7,21.1,3.5,56.4,78.6,12.7,2.6,12.8
E02000002,Barking and Dagenham 001,25.85,18.85,20.49,18.57,16.25,31.7,18.1,13.5,22,30,65,12.1,16.7,9.4
E02000003,Barking and Dagenham 002,22.37,19.5,22.9,22.49,12.74,47.7,20.2,19,15.4,27.1,54.6,22.7,16.1,10.5
E02000004,Barking and Dagenham 003,19.35,20.66,18.67,24.96,16.37,25.3,21.9,22.6,13.9,26.3,81,5.1,10.5,4.5
E02000005,Barking and Dagenham 004,25.69,18.59,23.3,21.36,11.05,72.9,21.7,18.3,18.6,25.4,66.3,12.3,16.9,9.9
E02000007,Barking and Dagenham 006,27.16,20.08,21.24,19.75,11.77,52.3,18.7,14.2,22.6,30.9,67.2,6,22.7,9.4
E02000008,Barking and Dagenham 007,25.43,18.83,23.01,20.78,11.95,81.9,20.3,15.2,19.8,30.5,69.6,7.6,17.4,9.5
E02000009,Barking and Dagenham 008,24.56,20.88,24.37,20.76,9.42,92.3,19.6,16,20.8,27.9,61.2,14.5,18.8,13.1
E02000010,Barking and Dagenham 009,27.1,19,23.3,20.29,10.31,79,21.1,15.6,21.3,27.4,69.2,7.4,19,10
E02000011,Barking and Dagenham 010,22.42,19.19,20.62,24.2,13.58,39.6,20.4,20.8,15.6,25.1,66.4,11,18.5,10
E02000012,Barking and Dagenham 011,23.3,22.31,21.15,21.4,11.84,77.3,24.2,18.7,11.2,24.3,43.9,39.9,9.8,13.8
E02000013,Barking and Dagenham 012,27.96,18,23.36,20.23,10.45,64.9,21.7,16.1,19.9,27.5,68.9,7.8,17.8,10.8
E02000014,Barking and Dagenham 013,26.08,19.21,21.97,21.7,11.04,79.6,21.2,16.9,19.9,26.3,70.5,6.7,17.5,10.5
E02000015,Barking and Dagenham 014,26.15,21.16,23.01,19.67,10.01,56.3,16.8,13.9,20.6,36,63.3,5.7,25.3,9.8
E02000016,Barking and Dagenham 015,26.77,29.35,29.06,11.74,3.07,92.8,20.9,15.4,16.3,27.4,29.6,34.9,27,31.6
E02000017,Barking and Dagenham 016,21.91,26.54,24.25,18.7,8.6,99.6,21.2,16,11.1,21.8,31.3,50.4,12.5,26.4
E02000018,Barking and Dagenham 017,28.02,20.15,23.63,19.04,9.16,66.5,21.6,14.7,21.6,26.6,64.1,9.7,19.9,13.7
E02000019,Barking and Dagenham 018,27.09,18.77,25.06,19.86,9.22,28,23.7,17,19.8,24,63.9,9,22.1,11.7
E02000020,Barking and Dagenham 019,26.42,20.29,24.21,18.51,10.56,28.3,21,13.1,18.6,28.4,46.4,25,21.7,19.8
E02000021,Barking and Dagenham 020,26.25,19.28,22.29,21.86,10.31,28.5,20.5,17.3,19.8,26.6,57.5,9.1,28.1,13.2
E02000022,Barking and Dagenham 021,33.59,20.68,28.16,13.41,4.16,119.6,21.5,10.9,24.9,28.2,38.2,16.9,35.9,28.7
E02000023,Barking and Dagenham 022,31.43,21.29,25.59,15.69,6,37.4,19.7,11.3,23.2,30.1,45.2,12.1,36.1,15.6
E02006799,Barking and Dagenham 023,26.1,19.19,23.6,19.75,11.37,88,22.9,15.4,19.8,26.9,62.1,17,14.8,12.8
E02000024,Barnet 001,18.94,15.43,20.38,28.41,16.84,27.8,23.9,23.2,8.1,29.8,83.4,8.7,2.4,6.9
E02000025,Barnet 002,17.67,17.51,23.99,26.18,14.64,33.6,18.6,20.7,11.5,37.2,78.7,9,4.7,8.6
E02000026,Barnet 003,19.91,15.94,21.27,26.9,15.98,44,24.4,23,8.2,27.5,78.6,11.1,3.8,9.1
E02000027,Barnet 004,22.31,17.99,20.97,24.39,14.34,58.2,21.5,18.8,17.9,27.3,69.7,12.4,9.4,11
E02000028,Barnet 005,18.85,18.16,22.4,25.09,15.5,59.5,21.5,23.6,11.9,25.5,74.9,13.2,4.8,9.5
E02000029,Barnet 006,21.51,17.39,23.98,24.91,12.21,51.3,22.2,20.5,13.5,30,75,10.6,5.9,9.3
E02000030,Barnet 007,19.64,15.53,17.06,28.69,19.08,6.3,23.8,22.6,11,23.2,75,14.5,4,7
E02000031,Barnet 008,18.67,16.7,21.74,24.14,18.74,38.4,24.2,20.9,8.3,27,71.6,15.9,4.8,12.2
E02000032,Barnet 009,20.39,16.04,19.94,27.77,15.86,56.5,28.4,24.7,8.3,19.4,67.7,19.4,3.5,12
E02000033,Barnet 010,20.84,17.97,23.64,24.47,13.08,48.8,21.5,20,14.9,28.2,69,15,6.3,12.5
E02000034,Barnet 011,19.76,17.91,23.15,24.42,14.75,55.7,21.2,21.3,12.9,28.2,70.7,15.4,5.6,14.9
E02000035,Barnet 012,17.33,17.97,26.43,21.93,16.35,62.8,19.6,21.5,8.6,34.1,63.9,21.8,4.3,19.5
E02000036,Barnet 013,22.81,18.84,21.79,23.08,13.48,60.6,24.3,19.2,13.8,24.5,58,21.6,12.3,15.1
E02000037,Barnet 014,24.68,17.76,18.57,24.72,14.27,23.2,25.5,23.3,13,20.3,63.5,21.2,7.9,12.4
E02000038,Barnet 015,19.2,20.15,24.8,23.58,12.27,61.6,20.7,20.6,13,28.5,65.5,17.8,7.9,15.2
E02000039,Barnet 016,22.01,16.87,21.5,25.86,13.77,31.6,26.6,21.5,8.9,23.8,70.1,16,6.5,11
E02000040,Barnet 017,23.66,18.55,21.2,22.47,14.12,14,22.6,18.3,14.3,26.2,62.3,17.4,9.8,13.7
E02000041,Barnet 018,21.65,20.55,21.21,22.48,14.1,67.8,21.6,19.4,12.7,24.6,57.2,24.5,9.4,18
E02000042,Barnet 019,17.09,20.27,27.57,20.98,14.1,90.1,18.5,20,8.6,33.5,58,26.4,5.3,22.8
E02000043,Barnet 020,22.19,15.29,25.08,23.87,13.57,53.3,31.1,23.1,7.6,18.8,60.4,28.7,2.6,17.9
E02000044,Barnet 021,24.21,19.68,23.62,22.9,9.6,73.9,21.2,17.8,20,21.6,56.1,19.6,15,18.3
E02000045,Barnet 022,21.18,20.24,27.43,22.16,8.99,60.3,20.3,16.5,16.9,31,64.5,14.5,8.9,17.1
E02000046,Barnet 023,16.34,22.29,30.45,18.9,12.02,74.8,18.6,21.2,8,28.9,62.8,23.4,4,21.7
E02000047,Barnet 024,23.57,21.39,24.58,20.09,10.37,80.9,19.7,16.1,19.1,26,46.1,28,15.7,26.1
E02000048,Barnet 025,21.6,17.87,24.35,22.42,13.77,32.3,24.2,20.7,8.9,27.9,63.9,19.3,6.2,14.7
E02000049,Barnet 026,29.14,20.93,24.26,18.72,6.94,110.3,19.6,12.1,24.4,27,38.5,17.7,29.6,27.7
E02000050,Barnet 027,20.68,20.67,25.29,21.56,11.8,48.5,20.3,19.2,13.2,27.6,62.4,18.8,9.1,15.4
E02000051,Barnet 028,17.73,18.92,23.82,21.76,17.76,60.9,17.2,19.2,7.6,31.7,65.7,18.2,5.3,17.7
E02000052,Barnet 029,17.35,21.72,29.42,19.85,11.66,103,18.8,21.2,9.4,32.1,73.4,11.6,6.2,12.7
E02000053,Barnet 030,17.75,30.68,25.33,18.11,8.13,60.3,17.5,18.2,11.3,31.6,41,36.1,12.6,29.7
E02000054,Barnet 031,18.03,25.02,24.94,21.36,10.66,49,20,17.8,9,29.6,54,25.2,9.1,25.3
E02000055,Barnet 032,17.91,29.06,22.35,17.43,13.25,79.2,17.9,17,9,28.7,61.9,20.9,7,23
E02000056,Barnet 033,21.93,15.63,22.13,23.69,16.62,28.6,25.1,21.5,6.4,24.6,79.7,9.9,2.2,9.8
E02000057,Barnet 034,25.25,25.41,21.45,16.21,11.68,69.2,28,17.9,7.7,21.1,70.4,14.6,4.4,21.1
E02000058,Barnet 035,21.97,18.93,22.94,20.55,15.62,57.8,23.1,19.1,7,30.3,76.8,10.8,3.3,15
E02000059,Barnet 036,19.5,23.54,25.5,20.81,10.65,48.4,17.5,17,13.1,30.6,42.2,36.2,11.2,30.1
E02000060,Barnet 037,28.86,22.54,20.4,15.51,12.69,90.9,27.9,15.9,6.4,26.4,72.6,12.9,3.4,17.7
E02000061,Barnet 038,16.8,23.96,24.95,19.86,14.44,51.8,18,20,6.7,30.4,66.3,18.4,3.2,23.1
E02000062,Barnet 039,21.45,24.87,24.16,19.98,9.53,35.3,17.1,14,17.6,30.1,49.4,22.4,15.4,27.5
E02000063,Barnet 040,21.29,21.66,25.61,20.24,11.2,69,20.6,16.7,12.6,27.4,52.3,19.2,11.1,30
E02000064,Barnet 041,19.38,23.62,25.51,18.92,12.56,81,16.8,14.7,13.7,31.8,60.9,14.7,10.4,25.2
E02000065,Bexley 001,28.78,19.84,25.84,20.34,5.2,24.8,24.8,16.1,17.9,25.8,43.3,7,43.8,11.1
E02000066,Bexley 002,24.97,19.82,22.06,23.65,9.5,61.5,17,15.4,19.9,32.8,52.9,10.6,31.8,10
E02000067,Bexley 003,23.69,19.65,23.94,22.1,10.62,38.8,19.4,17.8,17,32.8,69.6,9.1,16.4,7.7
E02000068,Bexley 004,25.46,21.4,24.09,20.15,8.89,33,19.9,18.4,17.6,32.7,65.3,8.7,21,8.2
E02000069,Bexley 005,20.02,18.49,19.29,24.83,17.37,42.9,17.6,21.3,14.2,29.9,74.4,10,12.2,4.4
E02000070,Bexley 006,18.18,16.47,18.45,28.13,18.77,42.5,21.3,24.8,10,26.4,82.4,8.2,6.6,2.9
E02000071,Bexley 007,21.19,19.12,20.07,26.07,13.55,62.8,22.8,23.7,15.3,23.3,84.9,6.9,5.4,2.7
E02000072,Bexley 008,28.05,19.99,23.9,18.76,9.31,27.3,20.2,15.5,22.3,30.5,71.3,3.7,20.7,5.3
E02000073,Bexley 009,20.69,15.66,19.39,26.84,17.43,66.9,26.6,25.3,9.3,20.5,83.8,8.9,4.7,2.8
E02000074,Bexley 010,21.65,18.47,20.38,24.04,15.47,68.8,18.2,19.8,17.3,32.7,82.1,4.8,10.7,3
E02000075,Bexley 011,16.75,15.41,17.75,29.42,20.67,51.6,22.7,26.5,8.9,23.5,88.4,6.6,2.9,1.7
E02000077,Bexley 013,20.89,17.21,20.29,26.13,15.49,70.6,25.4,24.8,10.9,22.4,82.9,9.7,4.7,3.9
E02000078,Bexley 014,19.11,16.35,20.6,27.88,16.06,52.1,23.3,28.2,9.9,23,90.6,2.9,4.1,1.5
E02000079,Bexley 015,18.36,16.85,20.97,24.41,19.42,47.5,19.8,22.4,10.7,30.4,86.6,7.6,2.7,3.4
E02000080,Bexley 016,18.96,18.23,19.37,26.64,16.8,55.3,22.1,23.8,11.6,25.3,81.5,10.1,4.8,4.3
E02000081,Bexley 017,18.45,16.32,18.69,26.67,19.87,34.1,20.8,23.1,11,30.2,89.6,5.3,3,2
E02000082,Bexley 018,19.12,17.97,19.47,27.74,15.71,60,24.9,25.8,10.3,22.2,87.4,6.7,3.7,2.4
E02000083,Bexley 019,22.32,17.42,22.11,24.11,14.04,26.8,22,21.3,12.9,30.8,87.9,4.4,5.4,2.7
E02000084,Bexley 020,17.98,16.74,18.95,28.46,17.87,40.8,22.6,27.1,9.2,25,87.1,7.2,3.1,2.7
E02000085,Bexley 021,20.03,19.14,19.6,25.31,15.91,49.2,24,23.9,12.4,25.3,90,4.3,2.7,2.4
E02000086,Bexley 022,19.24,17.56,19.19,28.47,15.54,49.9,26.7,27.5,10,21.1,92.6,4.2,1.2,1.9
E02000087,Bexley 023,17.68,14.37,18.74,27.1,22.11,20.4,21.6,24.4,7.8,27.6,89.7,6.1,1.8,1.7
E02000088,Bexley 024,18.2,16.96,18.78,27.22,18.84,38.8,24.9,26,9.2,21.7,91.8,4.6,1.4,1.2
E02000089,Bexley 025,19.35,15.06,18.62,27.56,19.41,57.4,26.7,26.9,8.1,20.9,92.4,3.3,2.1,1.9
E02000090,Bexley 026,14.94,19.57,20.65,23.23,21.6,49.1,16,21.8,8.8,38.2,90.6,4.8,2,2.6
E02000091,Bexley 027,16.27,18.43,17.87,25.42,22.02,36,17.4,20.1,9.8,36.7,89.5,5.5,2.4,2.6
E02000092,Bexley 028,22.41,17.69,19.87,23.9,16.12,11,18.1,18.2,16.5,32,87.4,4.2,4.7,3.6
E02006785,Bexley 029,18.95,18.31,18.19,26.19,18.36,47.4,18.9,23.1,12.7,27.9,82.2,8.4,6,3.9
E02000093,Brent 001,19.52,22.14,22.34,23,13.01,79,21,21.4,11.3,19.2,27.9,55.5,9.6,28.1
E02000094,Brent 002,21.74,22.15,22.78,22.27,11.07,75.6,22.4,18.6,13.1,20,37.5,38.8,13.4,26.6
E02000095,Brent 003,17.87,23.11,20.99,23.51,14.52,63.7,19.7,20,10.4,20,27.8,55.4,7.6,29.7
E02000096,Brent 004,16.86,21.26,19.12,25.66,17.1,45.1,20.6,23.8,8.1,20,32.3,57.5,4.1,19.4
E02000097,Brent 005,20.58,21.96,21.5,23.36,12.59,48.1,23,19.1,11.1,21.7,36.1,41.5,11.6,24.9
E02000098,Brent 006,19.3,22.77,21.11,23.16,13.66,43.3,20.1,17.8,11.3,24.3,32.8,41.2,12.7,25.6
E02000099,Brent 007,22.34,23.83,24.53,19.11,10.19,67.2,22.4,18.2,12.7,19.9,30,45.8,14,29.4
E02000100,Brent 008,14.87,28.25,18.88,23.92,14.08,40.3,18.5,22.3,8.1,26.3,31.6,52.6,8.3,22.1
E02000101,Brent 009,21.9,22.49,23.17,20.6,11.84,67.6,19.2,15.4,15.7,28.4,30.3,32.6,22.5,28
E02000102,Brent 010,26.03,21.41,22.68,20.2,9.68,57.3,20.4,14.3,17,25,31.7,33.5,23.4,31.2
E02000103,Brent 011,23.51,21.4,21.76,21.53,11.8,49.5,19.8,15.2,17.5,25.3,42.2,23.2,21.1,25.9
E02000104,Brent 012,17.97,23.05,21.22,22.42,15.34,61.2,16.6,18.8,11.3,23.8,29.9,46,13.3,25.2
E02000105,Brent 013,20.82,23.44,26.08,19.92,9.74,68.9,21.4,16.3,11.9,23.4,24.2,53.7,13.9,31.3
E02000106,Brent 014,22.82,24.18,23.9,20.2,8.9,77.6,18.1,13.8,16.1,26.2,37.6,27.8,21.9,32.9
E02000107,Brent 015,17.12,27.11,28.18,19.5,8.08,115.6,14.5,16.6,11.1,31.1,53.5,20.6,12.8,26
E02000108,Brent 016,20.63,22.19,24.57,20.99,11.62,80.9,20.1,15.9,12.2,23.4,26.2,51.2,15,31.3
E02000109,Brent 017,19.1,26.5,24.17,19.37,10.86,51.9,19.5,19,11.2,23.7,23.7,44.8,22,28.9
E02000110,Brent 018,16.05,27.35,24.68,22.01,9.9,104.2,15,19.3,11.4,27.6,53.1,20.6,14,21.8
E02000111,Brent 019,19.02,24.09,24.46,22.22,10.2,89.3,20.2,15.6,11.1,19.4,16.2,66.2,12,36.5
E02000112,Brent 020,17.22,26.44,23.35,22.08,10.91,75,17.8,17.1,11.1,20.3,21.1,53.4,17.8,36
E02000113,Brent 021,28.43,22.35,20.04,20.57,8.61,66.2,17.5,10.3,28,26.5,24.7,18.6,44.2,25.1
E02000114,Brent 022,17.03,28.63,29.26,17.21,7.87,150.2,14.4,17.2,11.5,31.3,52.6,20.6,15.1,26.5
E02000115,Brent 023,13.76,28.26,28.86,19.09,10.02,98.9,11.3,17.1,8.6,41.7,62.1,12.4,11.7,18.6
E02000116,Brent 024,22.13,23.78,28.04,18.59,7.46,78,15.1,11.6,17.8,31.8,40.8,23.1,22.9,33.1
E02000117,Brent 025,25.92,20.89,23.38,20.58,9.22,136.7,16.1,9.8,23.5,33.6,31.1,15.1,41.8,27.2
E02000118,Brent 026,20.14,23.97,23.36,23.34,9.19,78.7,20.2,16.5,13.7,20.3,17.3,61,15.1,36
E02000119,Brent 027,27.87,21.92,20.9,20.53,8.77,29.5,17.5,9,24.8,32.3,21.9,14.8,51.2,22.3
E02000120,Brent 028,14.22,26.46,32.52,18.1,8.7,184.8,11.3,20.5,9.5,38.4,64.2,11.3,12.2,18.4
E02000121,Brent 029,17.54,26.12,24.11,21.86,10.37,67.1,18.8,18.3,10.3,18.4,16,70.3,8.4,40.4
E02000122,Brent 030,18.91,20.66,24.68,22.89,12.86,66.6,18.7,16.6,11.4,29.1,58.2,15.5,11.6,15.8
E02000123,Brent 031,23.41,22.3,27.01,20.08,7.2,144.2,14.3,11.4,19.6,35.2,39.8,14.7,33.1,31.5
E02000124,Brent 032,17.21,22.98,31.29,20.51,8.01,93.1,14.9,17.9,11.7,32.6,64.8,10.3,12.6,16.4
E02000125,Brent 033,17.98,21.59,29.06,21.1,10.26,141.4,15.9,16.5,12.9,31,53.9,15.4,18.8,18.7
E02000126,Brent 034,23.79,21.02,26.32,20.36,8.51,168.8,13.6,10.6,18.7,41.4,33.1,11.5,39.3,26.9
E02000127,Bromley 001,22.35,18.18,22.53,22.44,14.5,38.9,16.8,17.5,19.2,33.6,80.5,5.1,9.7,4.8
E02000128,Bromley 002,19.98,15.44,22.84,26.02,15.73,28.7,22.8,24.2,10.9,29,88.3,4.7,2.8,2.5
E02000130,Bromley 004,19.32,16.54,26.9,25.76,11.47,54.3,18,21.4,12,35,69.5,6.6,16.4,6.7
E02000131,Bromley 005,18.41,19.41,36.37,19.52,6.29,52.2,12,18.2,13.1,47.1,62.6,5.9,22,10.2
E02000132,Bromley 006,13.46,19.05,30.47,21.61,15.42,51.3,10.4,22.2,8.1,48.5,80.5,7,6.8,5.7
E02000133,Bromley 007,17.58,12.21,20.61,27.34,22.26,16.3,23.3,25.5,5.8,27.5,87.9,7.1,2.1,2.6
E02000134,Bromley 008,17.8,17.9,29.3,21.48,13.52,56.6,17.3,21.2,9.9,40.3,83,5.9,5.1,5.8
E02000135,Bromley 009,22.8,21.47,26.73,20.7,8.3,86.1,13,13.4,21.6,41.5,56.5,5.9,28.4,10.2
E02000136,Bromley 010,19.71,15.97,16.69,25.05,22.57,12.5,20.1,22.5,11.2,29.5,85,8.1,3.9,2.6
E02000137,Bromley 011,16.09,15,23.4,26.25,19.27,43.2,17.6,22.2,7.9,38.3,84.8,5.9,4,4.2
E02000138,Bromley 012,13.27,14.4,24.46,25.21,22.66,38.9,14.3,22.6,5.4,42.6,85.7,5.7,3.9,4.9
E02000139,Bromley 013,19.07,15.86,28.6,25.89,10.58,48.4,21.1,23.1,10.7,33.7,83.2,4.4,6.6,3.7
E02000140,Bromley 014,25.51,18.74,20.81,21.54,13.41,42.9,19.1,15.5,19.4,33.5,84.3,3.3,8.4,4
E02000141,Bromley 015,20.27,17.19,28.13,23.98,10.43,75.6,18.8,19.9,13.2,37,69.6,6.4,16.6,5.6
E02000142,Bromley 016,20.42,14.51,23.33,25.76,15.98,47,25.8,24,9.4,27.5,85.2,7,3.5,3.7
E02000144,Bromley 018,19,16.74,26.59,23.48,14.2,44.8,21.4,22.6,9.2,33.4,80.4,8.2,4.7,6.2
E02000145,Bromley 019,25.61,18.02,22.19,21.44,12.74,7.4,18,17.8,20.4,31.7,80.7,3.4,11.4,4.3
E02000146,Bromley 020,20.37,14.57,26.02,23.25,15.79,47.8,23.5,20.8,10,33,86.9,5.4,3.3,3.5
E02000147,Bromley 021,19.63,13.55,16.19,30.94,19.69,35.7,25.8,24.6,6,27.2,85.8,7.1,2.5,3.6
E02000148,Bromley 022,19.54,13.17,19.15,27.67,20.47,23.6,25,24.6,8.1,24.6,88.7,5.9,2.4,2.7
E02000149,Bromley 023,21.46,15.75,21.17,26.28,15.33,41.5,19.1,22.7,15.3,29.9,88.1,3.8,5.2,2.9
E02000150,Bromley 024,21.84,14.93,18.57,29.54,15.11,27.7,28.7,22.5,11,23.4,83.6,4.9,6.2,2.6
E02000151,Bromley 025,19.03,12.05,20.04,27.61,21.27,36.1,25.6,27.5,6.7,20.8,91.1,5.1,1.4,2.4
E02000152,Bromley 026,22.47,16.75,20.65,24.94,15.19,26.6,20.6,18.6,19.1,28,84,5,6.1,4.2
E02000153,Bromley 027,21.43,14,18.38,29.68,16.51,34.6,29.9,25.5,9.3,20,91.5,3.3,2.4,1.2
E02000154,Bromley 028,17.89,16.76,18.98,28.21,18.16,38.7,21.2,24.5,9.6,27.8,87,7.2,3,2.9
E02000155,Bromley 029,15.87,14.31,17.68,27.86,24.27,38.2,16.5,24.2,9.9,31.7,89.6,4,4,2.3
E02000156,Bromley 030,19.03,14.47,16.26,29.27,20.98,31.6,25.6,23.4,8.5,25.4,89.4,4.3,2.5,1.9
E02000157,Bromley 031,18.14,12.73,17.47,28,23.66,32.8,23.5,23.6,7.7,26.8,92,4.6,1,1.9
E02000158,Bromley 032,21.48,15.37,17.37,25.04,20.74,34.5,20.2,22.9,13.7,24.4,87.8,3.4,5.3,3.2
E02000159,Bromley 033,18.51,13.55,16.34,30.5,21.1,11.8,22.3,26.2,7.9,24.1,90.2,4.8,2,1.6
E02000160,Bromley 034,19.86,15.24,16.98,30.46,17.46,9.4,27.1,27.1,7.9,23.3,93.5,2.1,1.5,1.1
E02000161,Bromley 035,19.56,13.4,21.37,27.32,18.35,49.3,26.9,24.5,7.9,25.4,88.3,6.5,2.3,2.6
E02000162,Bromley 036,18.71,12.98,18.63,26.36,23.32,5.3,20.1,20.6,10.6,31.7,90.5,5.2,1.7,2.6
E02000163,Bromley 037,18.35,13.44,18.35,29.59,20.26,6.8,22.8,26.8,8.1,23.7,92.9,3.7,1.3,1.3
E02000165,Bromley 039,20.28,16.54,20.57,29.78,12.83,12.6,25.3,30.2,10.7,20.4,95.3,1.4,1,0.9
E02006782,Bromley 040,20.74,15.53,20.04,26.88,16.8,29.6,19.2,22.1,15.3,28.1,76.8,6.6,11,5
E02006787,Bromley 041,21.99,13.89,24.26,26.74,13.12,51.2,26.7,23.6,10.8,26.8,84.5,4.9,5,3.3
E02006789,Bromley 042,17.38,13.57,16.54,30.35,22.17,2.9,19.1,29.2,8.4,25.7,95.9,1.1,0.9,0.3
E02000166,Camden 001,17.45,17.21,23.04,26.87,15.42,26.6,14.7,18.5,12,36.9,79.4,5.8,5.7,7.1
E02000167,Camden 002,17.66,13.42,28.2,23.78,16.94,37,18.8,22.5,4.4,38,84.8,6.7,1.9,9.5
E02000168,Camden 003,16.85,21.34,27.73,22.17,11.91,123.2,15.2,19.7,10,36,78.2,7.2,5.7,8.9
E02000169,Camden 004,18.91,19.64,24.85,21.06,15.54,66.3,21.5,19.9,6.1,32.9,75.9,11.7,2.4,14.2
E02000170,Camden 005,14.92,24.11,31.03,20.08,9.87,108.6,14.3,21.4,6.5,35.3,74.3,10.9,4.6,16
E02000171,Camden 006,17.57,19.28,28.97,22.06,12.11,156.7,15.9,18.6,9.4,37.4,77.1,9.7,4.3,10
E02000172,Camden 007,19.67,26.5,23.03,20.2,10.59,158.2,12.7,13,17.3,37.2,62.6,14.6,12,14.7
E02000173,Camden 008,16.57,19.66,32.25,19.32,12.2,100.7,15.2,20.3,4.8,40.5,70.1,16,3.9,18.5
E02000174,Camden 009,16.38,25.92,27.93,19.88,9.89,160.4,11.3,17.3,12.2,37.6,67.9,12.8,10.1,14.5
E02000175,Camden 010,12.75,27.68,35.13,16.31,8.14,127.1,11,20.6,7.9,40.3,70.3,13.2,7.4,15.6
E02000176,Camden 011,14.08,17.31,36.61,19.97,12.04,166.5,13.4,22.1,4,46.5,77.7,11.6,2.2,14.5
E02000177,Camden 012,19.17,24.39,27,17.84,11.61,176.8,12,16.2,15.7,36.2,64,13.8,12.3,14.3
E02000178,Camden 013,13.85,28.85,30.46,17.82,9.02,165,8.4,18.8,11.2,42.7,63.1,12.4,12.7,19.4
E02000179,Camden 014,20.84,19.7,28.11,19.39,11.96,170.9,16,17.1,11.5,40,66.6,14.6,10,18.2
E02000180,Camden 015,16.44,32.55,25.08,17.75,8.18,161.7,11.5,17.4,11,37.4,66.1,14.6,11,16.6
E02000181,Camden 016,13.96,24.16,34.72,18.28,8.89,144.4,13.6,23.7,6.6,36.8,75.8,12.8,3.8,15
E02000182,Camden 017,18.22,20.46,27.34,19.77,14.22,88.7,16.7,18.3,8.9,35.6,59.7,23.7,6.4,24.1
E02000183,Camden 018,15.83,18.19,28.37,23.85,13.76,102.5,13.2,19,7,45.8,77.2,8.9,5.7,12.3
E02000184,Camden 019,17.23,32.74,24.94,17.45,7.64,131.8,10.9,14.4,13.9,35.1,59,19.1,11.9,19.2
E02000185,Camden 020,19.24,21.65,26.66,20.23,12.22,181.5,12.1,14.5,12.9,45.5,58,14.2,14.5,24.4
E02000186,Camden 021,11.9,30.09,28.43,19.4,10.18,67.7,9,18.2,8.5,41.1,69.4,13.8,8.6,17.7
E02000187,Camden 022,21.69,28.49,21.46,17.98,10.39,88.2,14.3,12,16.6,37.1,47.1,28.1,15,24.9
E02000188,Camden 023,18.05,36.89,19.51,16.7,8.84,167,13.3,11.5,14.7,36.7,48.4,30.8,10.8,21.4
E02000189,Camden 024,19.23,37,21.65,14.64,7.49,203.5,10.5,13.4,15.2,40.3,45.4,30.3,14.7,28.2
E02000190,Camden 025,10.93,42.63,20.37,16.48,9.59,209.8,6.9,12.1,9.2,54.9,57,26.6,7.9,22.2
E02000191,Camden 026,6.38,52.73,20.45,13.09,7.36,128.3,5,14.3,4.6,50.4,56.8,27.6,6.4,22.9
E02000192,Camden 027,16.36,25.85,27.29,21.18,9.32,170.6,10.2,15.9,11.3,44.6,58.5,23.8,9,19.6
E02000193,Camden 028,7.27,34.85,27.46,20.13,10.29,72.9,4.6,14.3,4.9,55.8,64.4,20.9,5.4,16.4
E02000194,Croydon 001,19.87,17.8,30.5,21.64,10.19,64,13.7,18.2,16.2,40.5,60.4,8.9,20.8,9.2
E02000195,Croydon 002,19.6,18.77,19.74,27.91,13.98,48.1,20.7,20.9,12.2,25.6,46.1,23,22.1,11.4
E02000196,Croydon 003,19.98,22.94,19.52,24.79,12.78,61.3,18.4,17.5,16.9,24.1,35.6,28.7,26.6,14.3
E02000197,Croydon 004,23.06,20.41,22.32,21.87,12.34,93.5,18.7,15.7,18,27.5,35.9,26.9,27.6,17.3
E02000198,Croydon 005,25.54,18.67,24.08,23.3,8.41,91.6,15.9,12.1,22,35.4,37.3,13.7,38.8,12.2
E02000199,Croydon 006,25.34,18.91,22.24,25.11,8.4,98.7,19.2,15.1,22.1,26.7,33.4,11.6,44.2,10.5
E02000200,Croydon 007,20.71,18.4,26.43,24.72,9.74,67.4,13.3,15.7,17.1,40.7,45.8,9.7,34.1,9.8
E02000201,Croydon 008,23.92,21.04,25.11,21.45,8.49,99.7,12.5,12.1,21.4,40.6,39.8,8.7,40.1,11.1
E02000202,Croydon 009,21.81,21.1,20.79,24.73,11.57,116.3,18.6,16.4,16.5,25.4,24.8,32.9,33.9,17
E02000203,Croydon 010,22.22,20.12,23.81,23.74,10.11,98,14.6,14.3,18.6,34.7,29.1,20.4,40,14.8
E02000204,Croydon 011,23.79,21.58,20.77,22.81,11.04,86.7,18.4,17,18.2,22.8,20.3,39.4,31.6,18.9
E02000206,Croydon 013,25.15,20.4,24.51,20.75,9.19,66.9,15,12.9,23.3,35,36.5,13.8,38.5,12.7
E02000207,Croydon 014,25.39,20.42,23.65,22.65,7.89,74.5,18.7,13.3,22.7,32,46,10.7,32.5,7.4
E02000208,Croydon 015,25.96,22.69,25.85,18.36,7.15,115.2,17.5,11.6,22.5,31.1,28.3,27.5,33.2,19.7
E02000209,Croydon 016,27.07,19.97,24.57,20.85,7.55,83.8,24.1,14.2,20.8,22.9,27.7,39.3,24.9,21.9
E02000210,Croydon 017,22,19.35,26.91,23.47,8.28,108.1,20.9,20.5,15.7,29.2,57.2,12.4,20.7,8.5
E02000211,Croydon 018,17.33,16.93,17.98,29.16,18.61,48.5,20.2,23.8,10.9,27.6,74.6,10.9,8.8,3.8
