MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English ,Unemployment_Rate,Median_Income ,Economically_active(%),Income_Deprivation,No_cars_household (%),no_ limited(%),health(%),obesity(16+),Cancer_Incidence ,Life_Expectancy(M),Life_Expectancy(F£©
E02000893,Tower Hamlets 030,19.49,26.18,30.31,16.78,7.24,97,16,18.3,11.8,34.5,57.6,30.5,5.3,20.7,8.1,40271,72.4,38.5,51.7,85.8,49.7,17.4,110.9,76.6,82.5
E02000894,Tower Hamlets 031,14.74,32.79,34.78,14.09,3.6,195.3,13.1,25.3,7.3,34.3,57.3,32.2,4.4,23.2,6.7,58097,80,33.6,50.7,92.3,57.1,14,70.9,85.3,85.5
E02006853,Tower Hamlets 032,18.04,34.99,31.13,11.62,4.22,155,11.7,20.7,9.8,41.1,45.6,38.2,7.7,27.1,9.1,46828,75.4,50.4,66.1,90.3,55.9,16.6,110.8,79.1,86.5
E02006854,Tower Hamlets 033,14.01,33.2,38.26,12.14,2.4,71,10.4,27.5,4.7,41.4,51.9,34.8,5.3,27,5.1,61030,79.5,50.4,63.6,93.2,61.2,16.6,110.8,79.1,86.5
E02000895,Waltham Forest 001,19.31,16.03,18.39,24.39,21.88,36.1,18.5,18.7,13.3,31.9,78.1,6.7,8.9,5.2,7.3,33437,66.9,20.4,26.1,80,42.8,26.4,97.6,79.3,83.9
E02000896,Waltham Forest 002,17.12,16.68,20.52,27.39,18.29,31.1,18.8,22.3,9.7,34.4,86.1,4.4,4.3,3.7,5.8,47637,72.1,14.1,23.5,83.8,48.5,21.5,94,79.8,82.6
E02000897,Waltham Forest 003,20.99,16.9,21.43,23.94,16.74,43.3,18.4,19,16.5,32.8,76.1,6.9,9.7,6.9,7.9,30715,68.3,24,28.9,80.2,44.4,25.8,118.7,75.8,80.8
E02000898,Waltham Forest 004,19.66,18.1,19.88,25.87,16.48,50.2,20.2,21.1,14.8,28.9,74.3,8.2,9.7,5.4,7.3,35495,69,22.1,24.4,81.6,44.7,23.4,90.3,78.5,83
E02000899,Waltham Forest 005,18.54,19.32,19.34,26.49,16.31,66.2,19.9,21.5,13.4,28.1,72.2,8.5,11.2,8.4,6.5,34598,71.7,19,26.3,83.5,45.2,26.2,81.8,78.2,83.6
E02000900,Waltham Forest 006,22.03,20.2,21.09,24.26,12.41,52.5,20.4,19.1,17.8,26.5,58.1,13.9,19.4,11.1,8.1,29313,68.3,26.4,29.2,83.3,44.8,26.3,98.8,77.4,80.2
E02000901,Waltham Forest 007,20.44,18.03,21.4,27.14,13,55,24.9,23.4,11,26,77.1,8.6,7.1,5.4,5.6,44721,74.5,16.3,20.9,84.9,50,23.6,100.9,78.7,83
E02000902,Waltham Forest 008,23.75,19.55,23.27,22.99,10.45,68,21.3,18.1,16.2,28.6,55.3,15.6,19.1,13.1,8.4,30115,71.2,20.5,30.1,85.6,46.7,27.6,88.3,77.6,85.8
E02000903,Waltham Forest 009,25.1,21.22,23.69,21.39,8.6,46.7,20.6,14.5,20.6,26.2,47.4,20.4,22.7,17.3,11.9,25263,65,42.4,39.8,83.1,45.9,26.4,109.1,74.9,83.3
E02000904,Waltham Forest 010,23.64,21.17,24.73,22.35,8.11,57.6,23.4,17.7,13.9,24.8,52.4,18.2,19.3,15.4,8.4,34202,72.7,21.1,31.4,87.6,49,25.5,102.3,79.1,83.9
E02000905,Waltham Forest 011,22.8,21.16,27.6,19.79,8.65,94.2,21,16.3,13.1,26.5,50.1,23.2,16.6,19.8,7.9,30591,70.8,31.6,40.3,86.5,47.3,23.9,81.8,75.6,84.4
E02000906,Waltham Forest 012,23.52,20.04,30.73,17.87,7.84,152.2,19.1,16.2,14.8,29.4,50.9,24,15.5,19.9,8.5,28644,71.8,37.7,49.3,87.2,48,20.9,92.5,76.5,81.3
E02000907,Waltham Forest 013,25.03,22,25.7,17.9,9.37,114.6,19.6,12.6,16.5,36.6,44.8,17.9,24.5,21.8,14.7,24557,66.4,41.5,55.1,83.7,45.4,23.9,93.5,73.5,80.5
E02000908,Waltham Forest 014,19.96,27.15,29.06,16.77,7.06,46.8,16.3,14.9,10.7,34.7,50.5,19.3,18.4,22.3,7,28067,74.8,32.1,50.4,87.3,46.5,21.6,97.6,76.6,83
E02000909,Waltham Forest 015,21.39,19.26,29.29,20.97,9.09,63.6,21.2,19,10.5,32.7,55.8,19.7,15.9,14.3,6.9,38108,74.8,28.7,40.2,86.8,49.3,20.1,94.1,79.7,82.4
E02000910,Waltham Forest 016,19.41,24.65,29.06,18.64,8.24,138.4,18.5,17.6,9.9,31.1,46.1,32.2,13.3,22.6,8,30458,72,40.2,50.4,85.6,47.7,18.9,103,76.7,80.4
E02000911,Waltham Forest 017,21.35,24.6,29.67,17.8,6.59,126.2,18.8,15.5,12,31.5,45.4,28.6,15.7,24,8.6,27830,70.7,42,55.1,86.6,47,20.2,108.8,76.1,78.3
E02000912,Waltham Forest 018,24.17,21.62,25.85,18.88,9.48,37.3,22.1,15.2,14.5,26.8,40.2,31.7,17.6,19.8,8.6,27888,67.6,37.6,43.9,84.3,44.7,23.8,91.9,76.7,80.4
E02000913,Waltham Forest 019,19.94,25.65,23.46,20.45,10.51,84,19.2,17.5,11.5,26.1,41.2,34.8,15.9,19.6,8,33147,67.7,30.4,38.7,85.6,47.7,21.2,105,77.8,81.5
E02000914,Waltham Forest 020,22.47,27.53,24.59,17.25,8.16,155.8,18.1,12.7,15.3,31.9,32.1,35.9,22.6,28.5,11.6,23842,66.3,43.4,54,84.3,44.8,25.3,102.3,72.5,77.1
E02000915,Waltham Forest 021,16.94,26.99,26.77,20.94,8.35,59.3,15.4,19.1,10.9,32,54,21.9,14.7,15.4,8.8,36197,72.9,34.2,44.6,86.3,48.4,18.2,97.4,76.5,78.6
E02000916,Waltham Forest 022,25.54,20.79,29.11,17.73,6.83,42.9,22.1,14.1,15.6,28.9,38.9,23.7,26.4,24.2,9.1,26078,70.5,33.9,48.7,87.9,47.5,24.7,110.5,75.6,80.5
E02000917,Waltham Forest 023,23.4,24.71,28.81,16.39,6.7,137.4,21.2,14.6,12.1,28.2,46.9,22,20.4,23.5,7.5,29226,74.3,32.8,48.7,89.5,49.1,22.5,113.1,75.4,82.1
E02000918,Waltham Forest 024,19.14,26.61,28.39,18.96,6.9,110.6,17.9,16.2,12.2,30.2,48.1,24.3,16.9,20.3,9,29865,73.5,38.6,50.2,87.3,50,20.6,86.8,76.1,81.9
E02000919,Waltham Forest 025,17.47,29.44,28.22,17.18,7.69,167.1,17.1,17,9.8,25.6,44.2,31.2,14.9,26.1,8.2,29238,73.7,32.3,49.6,87.6,49.1,22.5,106.7,77.6,81.7
E02000920,Waltham Forest 026,20.12,30.2,23.96,18.6,7.12,55.4,15.3,13.7,16.5,29.4,36.3,29.3,24.8,26.2,10.3,25236,70,35.8,53.5,86,47,24.5,86.6,74.6,80.1
E02000921,Waltham Forest 027,22.67,26.6,25.81,17.99,6.94,133,16.8,13.8,17.7,29.5,40.1,23.1,26.1,24.1,12,24919,69.1,42.3,55.5,85.9,46.6,24.1,91.7,75.7,81.8
E02000922,Waltham Forest 028,20.57,29.4,24.76,18.34,6.93,164,18.2,14.5,14.3,26.4,44,20.8,26,23.4,9,26784,71.2,34.7,46.1,87.2,49.6,25.8,110.7,75.7,78.2
E02000923,Wandsworth 001,12.62,24.32,29.54,20.73,12.79,72.7,11.1,21.3,7,39.9,79.4,5.9,7,12.8,3.9,50458,79.3,20.4,44.3,89.3,59.2,12.1,107.5,77.6,78.9
E02000924,Wandsworth 002,15.21,31.7,28.67,17.14,7.29,57.4,7.7,15.8,13.8,40.9,56.3,9.8,22.2,20.8,7.3,30375,76.1,42.7,65.1,88.1,53.5,22,103.3,74.1,84.3
E02000925,Wandsworth 003,20.58,25.11,26.87,18.59,8.84,180,12.1,13.8,17.4,36.1,60.4,6.8,23.7,15.1,8,29995,73.2,40.9,58.6,85.4,52.1,18.6,118.1,73.4,81.2
E02000926,Wandsworth 004,12.12,28.44,33.5,17.61,8.33,144.8,9.6,21.8,8.4,37.5,72.8,8,11.2,12.7,5,42699,81.4,28.2,45.8,90.2,58.1,15.3,105.3,74.9,80.2
E02000927,Wandsworth 005,13.05,29.81,29.1,18.31,9.73,155.5,9.9,20,11.7,35.3,75.4,4.9,12.5,6.9,5.5,36602,79.4,29.6,51.5,85.9,54.8,16.4,114.4,76.3,80.5
E02000928,Wandsworth 006,17.26,20.32,31.91,20.56,9.94,88.9,19.7,25.9,6,29.2,88.9,4.1,2.3,5.4,3.4,62804,80,15.9,34,91.4,64.1,12.1,103.5,82.5,84.8
E02000929,Wandsworth 007,20.49,27.47,24.86,17.42,9.76,179.6,10.6,12.2,20.8,37.2,46,10.4,33.3,17.4,10.1,24048,70.1,45,68.8,84.7,48.6,25.3,102.7,74.1,84.5
E02000930,Wandsworth 008,11.36,35.33,34.15,13.14,6.03,123.9,11.5,22.7,6.7,30.4,79.2,5.8,8.4,8.1,3.7,48812,85.6,28,50.9,91.5,62.9,12.6,96.2,76,81
E02000931,Wandsworth 009,16.93,26.15,36.25,14.77,5.89,111.4,19.8,24,3.9,27.5,87.1,3.7,4.3,6,2.5,66174,86.4,20,36.6,93.6,67.6,10.9,104.1,84.2,86.6
E02000932,Wandsworth 010,11.6,29.44,37.03,15.2,6.73,81.3,12.9,27.8,3.6,32.1,84.2,7.8,2.9,7.9,2.6,60518,86,15.8,43,93.7,66.2,11,112.7,80.3,86.9
E02000933,Wandsworth 011,15.41,23.85,27.62,21.18,11.95,80,16.6,24.1,5.8,32.7,83.4,7.2,3.4,8.7,3.3,55036,77.4,13.9,36.1,89.7,58.6,12.4,90.5,80.6,87
E02000934,Wandsworth 012,11.13,32.2,34.74,15.78,6.15,119.5,9.8,25.2,8,33.8,76.7,6.5,10.6,7.3,3.8,46299,85.3,28.2,50.2,91,59.8,14,92.3,76.3,80.3
E02000935,Wandsworth 013,19.96,34.57,19.4,15.84,10.23,49.1,14.4,9.8,20.9,34.8,64.1,10.5,15.4,18.8,9.5,22037,64.1,31.7,58,84.2,48.9,17.3,130.8,75,82.1
E02000936,Wandsworth 014,10.95,27.8,32.29,16.45,12.51,94.3,10,22.8,5.4,38.2,79.4,8.8,4.3,10.7,3.9,46759,80.7,20.7,47,88.2,57.3,12.2,121.1,80.7,84.3
E02000937,Wandsworth 015,21.78,19.38,33.18,19.3,6.36,64,23.8,23.4,6.1,27.9,87.1,3.5,5.2,5.6,3.4,63633,81.9,22.8,34.6,91.9,66.8,12.4,115.9,78.8,87.7
E02000938,Wandsworth 016,18.78,23.81,24.36,19.4,13.65,55.6,14.3,15.7,14.5,35.5,71.3,8.8,11.2,14.6,6.2,32118,70.8,25.7,45.9,83.3,50.5,16.3,100.8,77.4,80.3
E02000939,Wandsworth 017,23.78,16.68,28.85,20.32,10.37,110.3,29.5,22.5,6.4,23,86.3,5,3.9,7.1,3,72680,77.6,18.1,27,90.9,64.8,11.2,95.9,79.2,81.9
E02000940,Wandsworth 018,17.5,27.2,32.33,15.3,7.67,112.4,12.8,21.7,12.4,33.2,62.6,13.2,15.8,15.1,5.1,33102,78,31.3,53.6,88.6,55.5,18.8,88.8,80.2,86.9
E02000941,Wandsworth 019,19.05,20.25,34.52,18.68,7.49,94.9,20.7,26,6.3,29,82.6,6.6,6.3,5.3,3.9,52035,80,23.9,33.3,90.7,62.3,13.6,104.1,76.9,82
E02000942,Wandsworth 020,19.75,20.99,28.77,21.08,9.41,91.3,23.3,24.7,6.1,25.8,79.3,12.4,3,9.6,3,58131,79,16.1,29.9,91.3,62.6,12.3,108.4,80.3,87.4
E02000943,Wandsworth 021,14.87,28.2,33.77,15.82,7.36,118.6,15.2,23.7,5.7,32.2,79.4,8,7.5,7.7,4.3,53940,84,26.2,45.8,91.5,62.9,13.1,101.4,79.5,84
E02000944,Wandsworth 022,19.82,25.37,28.27,18.03,8.52,120.1,16,17,16.8,31.1,61.5,16.8,12.9,19.3,5.8,29893,71.7,32.5,46.8,84.9,51.2,18.5,98.3,73.7,76.5
E02000945,Wandsworth 023,17.06,34.13,20.89,17.41,10.5,35.5,13.8,12.8,15.5,32.8,65.4,12.2,12.2,20,7.1,24458,66.2,33.6,50.9,84,48.1,19.9,110,76.7,80
E02000946,Wandsworth 024,13.76,26.74,34.16,18.15,7.2,78.5,15.6,25.3,9.1,28.2,72.5,8.8,12.1,8.1,5.9,38080,70.2,28.2,38.9,86.4,55,18.8,102.8,79.6,83.2
E02000947,Wandsworth 025,16.96,19.91,37.74,17.66,7.73,99.9,20.5,26,5.8,30.7,81.8,8.8,4.1,8.5,3.1,52510,84.4,20.6,36.3,91.2,61.3,12.8,96,80,83.9
E02000948,Wandsworth 026,12.35,31.94,34.95,13.45,7.31,73.3,11.8,25.8,6,31.6,74.5,10.8,8.8,7.9,3.7,48389,84.9,30.9,45.6,90.9,59.7,13.2,94.3,78.4,84
E02000949,Wandsworth 027,17.14,23.76,30.81,19.69,8.59,68.2,19.3,24.5,4.9,31.5,82.4,7.3,5.3,6.3,2.9,58785,79.9,16.5,37.8,90,61.2,12.4,119.4,74.4,78.1
E02000950,Wandsworth 028,17.7,23.37,30.17,19.24,9.53,85.8,17.4,21.2,9.6,31.6,73.4,12.7,6.1,14,5.6,38390,77.5,18.2,34.3,89.2,56.2,13.9,117.6,80.9,83.5
E02000951,Wandsworth 029,13.34,29.2,30.86,17.77,8.83,131.2,12,23,7.5,34.6,71.4,12.3,9.8,8.9,5.1,40491,79,28.1,49.7,87,56.8,14.7,110.2,77.5,83.6
E02000952,Wandsworth 030,16.64,25.6,30.54,19.16,8.05,106.5,15.2,21.4,8.4,32.9,72.5,10.7,10.4,9.9,5.3,43605,79.2,31,47.7,88.3,59,14.2,104.6,79.4,86.1
E02000953,Wandsworth 031,14.79,28.05,36.48,14.29,6.39,105.6,16,23.5,6.3,37,71.7,12.6,9.7,10.1,3.5,41826,79.5,24.9,42,90.9,60.8,14.4,115.8,79.6,85.5
E02000954,Wandsworth 032,18.7,25.84,28.31,17.39,9.77,139.8,18.5,19.7,10.9,23.2,52.4,28.4,12.6,15,5.9,36075,74.6,25,41.4,88,53.1,14.4,82.8,85.4,84.8
E02000955,Wandsworth 033,19.59,27.38,25.41,17.29,10.34,117.6,16.4,16.2,16,25.8,46.5,29.4,15.4,16.7,7.4,29210,68.7,39,48.4,85.7,50,17.7,102.4,78.2,82.2
E02000956,Wandsworth 034,17.12,33.37,27.07,15.21,7.23,89.1,12.2,16.9,12.9,30.4,49,23.6,18.1,18.6,7.5,27174,70.6,40.4,58.4,87.5,51.5,15.2,132.6,74.2,79
E02000957,Wandsworth 035,16.89,27.05,31.65,15.73,8.69,145.8,15.4,20.2,10.5,28.2,52.4,25.8,14.2,19.8,5.7,31982,75.3,31,52.4,87.3,51,16.1,88.5,77.8,85
E02000958,Wandsworth 036,22.28,20.81,22.88,23.06,10.98,95,22.8,17,12.4,28.5,59.9,18.5,14.2,12.7,6,35789,72.7,26.5,34.8,86.9,51.9,17.5,95.2,82.7,82.5
E02000959,Wandsworth 037,21.78,20.89,30.18,18.6,8.56,145.7,17.2,17.1,14.4,33.8,53.4,14.1,23,18.7,8.9,29632,74.6,30.7,47.9,86.1,50,19.3,116.5,75.8,80.3
E02000960,Westminster 001,16.28,19.09,26.28,21.4,16.93,73,15.6,18.3,6.9,40.8,61.3,21.2,3.3,22.1,5.1,55252,67.2,12.5,49.3,86.1,55.4,13.6,92.2,88.5,87.4
E02000961,Westminster 002,20.75,18.83,27.72,20.76,11.95,118.5,18.3,18.3,11.2,35.4,62.5,14.3,5.7,21.8,6.4,41412,66.8,20.8,50.4,86.1,55.7,14.3,76.6,84.2,88.1
E02000962,Westminster 003,15.48,20.04,27.31,20.28,16.89,125.2,11.9,15.1,7.4,50.4,55.2,20.3,5.6,26.9,5.8,38549,62.2,25.3,61,83.1,51.9,13.6,74.5,85.4,86.7
E02000963,Westminster 004,22.68,20.94,25.69,20.52,10.17,218.4,15.6,14.1,21.6,33.3,47.1,14.5,20.1,19.6,11.6,25911,63.3,48.9,61.7,80.1,45.2,23.4,98.2,74.7,83.1
E02000964,Westminster 005,18.74,22.81,30.51,19.33,8.61,251.6,11.9,16.1,15.9,39.4,49.9,12.1,17.7,21.4,10.8,28594,68,50.5,64.8,81.8,48.9,20.9,109,73.8,82.3
E02000965,Westminster 006,15.75,23.29,37.42,16.91,6.63,176.2,13.6,20.6,10.2,35.8,66,10.4,8.3,19,5.8,41816,77.8,25.2,56.9,88.5,57.7,13.5,95.7,80.2,87
E02000966,Westminster 007,15.46,18.39,33.98,22.74,9.43,170.9,14.6,23.1,6.2,41.3,70.1,10.1,4.1,20.3,4.3,55980,74.2,20.2,51.3,88.5,59.4,12.5,92.1,82.1,87.2
E02000967,Westminster 008,10,31.9,28.3,18.52,11.28,54.3,9.4,20.5,4.6,43.5,60.7,21.2,3.3,27.4,4.2,55318,67.8,11.8,63.8,90.9,59.3,11.6,78.9,90.9,88.6
E02000968,Westminster 009,23.23,22.42,23.05,19.95,11.36,240.2,14.6,12,19.4,37.7,38.5,21.4,13.3,33,14.1,20825,54.9,45.4,71.6,77.2,43.2,19.4,83.9,78.1,81.5
E02000969,Westminster 010,23.64,20.68,26.56,18.76,10.37,174.7,16.2,11.6,20.1,35.5,42.7,15.1,16,33,11.5,23726,60.5,48.4,68.4,78.7,44.6,21.1,71.3,76.5,80.5
E02000970,Westminster 011,9.41,23.79,31.82,22.31,12.68,85.8,8.7,20.8,3.5,48.4,73.2,11.7,2.8,23.3,3.2,66539,73.8,7.4,61.4,91.8,62.1,12,77.9,86.3,86.4
E02000971,Westminster 012,10.72,29.12,30.51,19.35,10.31,154,8.4,18.3,5.5,49.8,63.6,14.1,3.5,31,5,46398,67.7,13.4,67.6,89,57.9,11.8,85.8,88.5,91.3
E02000972,Westminster 013,7.01,31.07,31.9,20.62,9.41,66.7,5.2,17.6,4.7,55.6,67.5,16.2,5,24.3,5.8,43102,72.6,24.3,76.3,86.8,55.1,14.2,86.9,87.4,85
E02000973,Westminster 014,12.97,21.65,35.21,20.15,10.02,185.8,9.6,20.2,6.5,48.4,69.6,10.5,6.2,23.1,5.4,44419,75.1,27.3,62.7,87.1,57.4,13.5,92.3,84.6,83.6
E02000974,Westminster 015,14.5,25.95,29.13,19.32,11.1,129.6,10.1,15.3,7.6,50.7,52.2,16.3,4.9,37.9,7.5,40174,62.5,20.2,61.9,87.3,54.5,12.3,101.8,86,85.3
E02000975,Westminster 016,10.12,30.5,36.37,15.83,7.18,184.4,8.6,21.5,4.3,49.5,66.2,14.7,3,32.7,4.9,48906,75,20.5,68.6,91.4,60.8,11.2,78.9,87.6,86.7
E02000976,Westminster 017,11.5,31.27,32.66,15.71,8.86,212.8,8.8,18.2,5.8,47.2,63,14.4,4.9,35.1,6.5,40071,72.1,28.4,70.7,89,58.6,12.2,83.8,80.6,85.7
E02000977,Westminster 018,6.05,31.21,28.25,22.54,11.95,32.4,4.9,17.7,4.1,55.6,69.3,17.7,3.6,21.8,4.8,54574,70.6,15.1,70,89,55.7,15.5,81.6,88.6,87.2
E02000978,Westminster 019,11.47,29.49,22.71,23.16,13.17,26.4,11.6,20.3,4.7,45.1,69.6,14.9,2.4,25.7,2.7,89999,57.5,2.1,41,94,63.7,13.7,69,97.7,93.7
E02000979,Westminster 020,12.72,24.6,26.38,24.37,11.93,60.2,9.9,21.1,6.7,48,73.6,10.7,6.2,20.5,6.5,51320,70.6,12.9,61.5,86.8,54.2,15.7,68.8,83.3,92.2
E02000980,Westminster 021,14.71,22.41,26.68,22.95,13.25,201.5,10.1,17.5,10.2,47.2,67.9,13.7,7.9,20.4,7.1,36808,71.2,27.4,67.1,83.5,50.8,16.7,87.6,79.7,85
E02000981,Westminster 022,10.15,27.53,30.93,21.9,9.49,250.5,7.9,21.6,5.3,48,79.1,8.1,4.8,16.5,5.2,51738,77.5,18.4,60.8,88.4,57.8,12.5,76.9,83.2,86.9
E02000982,Westminster 023,17.58,20.53,26.19,22.31,13.4,131.3,10.7,15.6,11.4,48.2,64.3,14.1,8.6,21.7,7.2,34920,69.4,20.5,64.8,83.2,50.5,17.7,89.9,82.2,92.8
E02000983,Westminster 024,14.9,20.74,27.27,21.75,15.34,229.2,9.1,15.8,9.5,50.3,70.3,11.5,7,19.1,6.2,35968,70.9,17.4,65.5,82.4,49.3,15,72.8,84.3,86.5
,,,,,,,,17.8,18.9,12.7,31.6,,,,,,,71.5,26.9,,,,,,,
