MSOA code,Total_Death
E02006124,23
E02006125,7
E02006126,34
E02006127,16
E02006128,22
E02006129,18
E02006130,19
E02006131,29
E02006132,15
E02006133,13
E02006134,42
E02006135,27
E02006136,33
E02006137,39
E02006138,17
E02006139,25
E02006140,30
E02006141,31
E02006142,19
E02006143,27
E02006144,23
E02006145,20
E02006146,20
E02006147,27
E02006148,8
E02006149,34
E02006150,41
E02006151,20
E02006152,17
E02006153,30
E02006154,32
E02006155,11
E02006156,29
E02006157,12
E02006158,16
E02006159,25
E02006160,14
E02006161,23
E02006162,19
E02006163,42
E02006164,26
E02006165,23
E02006166,23
E02006167,33
E02006168,41
E02006169,10
E02006170,8
E02006171,17
E02006172,17
E02006173,13
E02006174,13
E02006175,16
E02006176,11
E02006177,16
E02006178,16
E02006179,19
E02006180,37
E02006181,9
E02006182,23
E02006183,10
E02006184,11
E02006185,17
E02006186,41
E02006187,12
E02006188,22
E02006189,26
E02006190,31
E02006191,20
E02006192,15
E02006193,12
E02006194,35
E02006195,19
E02006196,4
E02006197,29
E02006198,25
E02006199,31
E02006200,9
E02006201,17
E02006202,15
E02006203,10
E02006204,22
E02006205,14
E02006206,22
E02006207,24
E02006208,22
E02006209,56
E02006210,10
E02006211,17
E02006212,34
E02006213,9
E02006214,9
E02006215,19
E02006216,10
E02006217,32
E02006218,35
E02006219,12
E02006220,21
E02006221,9
E02006222,17
E02006223,17
E02006224,10
E02006225,23
E02006226,17
E02006227,12
E02006228,6
E02006229,12
E02006230,63
E02006231,18
E02006232,5
E02006233,21
E02006234,8
E02006235,21
E02006236,23
E02006237,15
E02006238,18
E02006239,5
E02006240,4
E02006241,14
E02006242,12
E02006243,5
E02006245,13
E02006246,23
E02006247,15
E02006248,23
E02006249,22
E02006250,20
E02006251,13
E02006252,26
E02006253,15
E02006254,21
E02006255,15
E02006256,36
E02006257,14
E02006258,30
E02006259,16
E02006260,17
E02006261,18
E02006262,5
E02006263,14
E02006264,7
E02006265,13
E02006266,13
E02006267,14
E02006268,18
E02006269,21
E02006270,18
E02006271,14
E02006272,22
E02006273,6
E02006274,6
E02006275,2
E02006276,13
E02006277,1
E02006278,14
E02006279,15
E02006280,11
E02006281,15
E02006282,4
E02006283,7
E02006284,3
E02006285,4
E02006286,15
E02006287,17
E02006288,7
E02006289,12
E02006290,14
E02006291,9
E02006292,11
E02006293,15
E02006294,24
E02006295,16
E02006296,23
E02006297,18
E02006298,20
E02006299,39
E02006300,12
E02006301,16
E02006302,13
E02006303,17
E02006304,19
E02006305,19
E02006306,17
E02006307,14
E02006308,16
E02006309,21
E02006310,6
E02006311,27
E02006312,18
E02006313,20
E02006314,17
E02006315,10
E02006316,15
E02006317,10
E02006318,12
E02006319,20
E02006320,6
E02006321,23
E02006322,10
E02006323,9
E02006324,17
E02006325,6
E02006326,12
E02006327,16
E02006328,12
E02006329,11
E02006330,14
E02006331,11
E02006332,30
E02006333,28
E02006334,19
E02006335,21
E02006336,7
E02006337,19
E02006338,17
E02006339,28
E02006341,35
E02006342,26
E02006343,20
E02006344,13
E02006345,11
E02006346,20
E02006347,11
E02006348,26
E02006349,20
E02006350,6
E02006351,7
E02006352,5
E02006353,14
E02006354,10
E02006355,7
E02006356,10
E02006357,14
E02006358,15
E02006359,7
E02006360,18
E02006361,6
E02006362,15
E02006363,22
E02006364,10
E02006365,24
E02006366,12
E02006367,17
E02006368,21
E02006369,25
E02006370,13
E02006371,28
E02006372,28
E02006373,15
E02006374,9
E02006375,19
E02006376,52
E02006377,17
E02006378,20
E02006379,14
E02006380,22
E02006381,28
E02006382,17
E02006383,51
E02006384,22
E02006385,20
E02006386,15
E02006387,12
E02006388,11
E02006389,11
E02006390,20
E02006391,10
E02006392,38
E02006393,7
E02006394,13
E02006395,11
E02006396,17
E02006397,15
E02006398,12
E02006399,10
E02006400,19
E02006401,31
E02006402,20
E02006403,11
E02006404,20
E02006405,15
E02006406,11
E02006407,18
E02006408,9
E02006409,12
E02006410,18
E02006411,24
E02006412,15
E02006413,22
E02006414,15
E02006415,14
E02006416,17
E02006417,19
E02006418,25
E02006419,27
E02006420,25
E02006421,13
E02006422,5
E02006423,53
E02006424,4
E02006425,11
E02006426,9
E02006427,20
E02006429,6
E02006430,26
E02006431,19
E02006432,16
E02006433,32
E02006434,16
E02006435,11
E02006436,13
E02006437,25
E02006438,22
E02006439,3
E02006440,4
E02006441,33
E02006442,5
E02006443,27
E02006444,13
E02006445,18
E02006446,20
E02006447,8
E02006448,3
E02006449,15
E02006450,18
E02006451,23
E02006453,22
E02006454,15
E02006455,40
E02006456,15
E02006457,24
E02006458,18
E02006459,19
E02006460,9
E02006461,13
E02006462,14
E02006463,23
E02006464,13
E02006465,11
E02006466,21
E02006467,6
E02006468,17
E02006469,26
E02006470,35
E02006471,16
E02006472,18
E02006473,25
E02006474,13
E02006475,11
E02006476,12
E02006477,12
E02006478,8
E02006479,20
E02006480,17
E02006481,20
E02006482,4
E02006483,32
E02006484,22
E02006485,10
E02006486,21
E02006487,19
E02006488,21
E02006489,10
E02006490,18
E02006492,20
E02006493,8
E02006494,20
E02006495,12
E02006496,8
E02006497,5
E02006498,10
E02006499,3
E02006500,18
E02006501,16
E02006502,38
E02006503,15
E02006504,17
E02006505,22
E02006506,18
E02006507,25
E02006508,12
E02006509,14
E02006510,14
E02006511,12
E02006512,34
E02006513,17
E02006514,17
E02006515,18
E02006516,20
E02006517,10
E02006518,20
E02006519,19
E02006520,14
E02006521,14
E02006522,4
E02006523,17
E02006524,16
E02006525,27
E02006526,12
E02006527,28
E02006528,15
E02006529,24
E02006530,15
E02006531,12
E02006532,8
E02006533,17
E02006534,18
E02006535,10
E02006536,10
E02006537,9
E02006538,7
E02006539,8
E02006540,8
E02006541,17
E02006542,6
E02006543,11
E02006544,45
E02006545,9
E02006546,26
E02006547,28
E02006548,19
E02006549,10
E02006550,15
E02006551,19
E02006552,27
E02006553,8
E02006554,15
E02006555,6
E02006556,23
E02006557,6
E02006558,22
E02006559,13
E02006560,12
E02006561,24
E02006562,5
E02006563,3
E02006564,14
E02006565,34
E02006566,22
E02006567,10
E02006568,22
E02006569,57
E02006570,19
E02006571,16
E02006572,9
E02006573,33
E02006574,20
E02006575,15
E02006576,12
E02006577,17
E02006578,15
E02006579,18
E02006580,30
E02006581,20
E02006582,10
E02006583,20
E02006584,10
E02006585,16
E02006586,7
E02006587,10
E02006588,19
E02006589,19
E02006590,12
E02006591,24
E02006592,11
E02006593,31
E02006594,12
E02006595,10
E02006596,8
E02006597,9
E02006598,7
E02006599,11
E02006600,21
E02006601,12
E02006602,8
E02006603,11
E02006604,28
E02006605,17
E02006606,16
E02006607,32
E02006608,9
E02006609,6
E02006610,27
E02006611,24
E02006612,67
E02006613,10
E02006614,9
E02006615,5
E02006616,13
E02006617,17
E02006618,13
E02006619,14
E02006620,12
E02006621,12
E02006622,8
E02006623,16
E02006624,10
E02006625,7
E02006626,12
E02006627,12
E02006628,17
E02006629,12
E02006630,50
E02006631,23
E02006632,13
E02006633,16
E02006634,21
E02006635,24
E02006636,5
E02006637,11
E02006638,5
E02006639,8
E02006640,9
E02006641,26
E02006642,4
E02006643,6
E02006644,11
E02006645,13
E02006646,32
E02006647,7
E02006648,13
E02006649,30
E02006650,23
E02006651,5
E02006652,12
E02006653,4
E02006654,17
E02006655,25
E02006656,4
E02006657,10
E02006658,14
E02006659,7
E02006660,13
E02006661,3
E02006662,6
E02006663,35
E02006664,8
E02006665,11
E02006666,12
E02006667,5
E02006668,26
E02006669,20
E02006670,24
E02006671,18
E02006672,11
E02006673,12
E02006674,16
E02006675,7
E02006676,8
E02006677,14
E02006678,10
E02006679,12
E02006680,15
E02006681,6
E02006682,8
E02006683,9
E02006684,20
E02006685,5
E02006686,3
E02006687,3
E02006688,6
E02006689,6
E02006690,11
E02006691,24
E02006692,6
E02006693,7
E02006694,21
E02006695,6
E02006696,12
E02006697,24
E02006698,18
E02006699,15
E02006700,24
E02006701,7
E02006702,18
E02006703,23
E02006704,19
E02006705,24
E02006706,41
E02006707,5
E02006708,12
E02006709,5
E02006710,10
E02006711,12
E02006712,18
E02006713,12
E02006714,12
E02006715,5
E02006716,5
E02006717,8
E02006718,12
E02006719,17
E02006720,19
E02006721,11
E02006722,5
E02006723,20
E02006724,14
E02006725,16
E02006726,13
E02006727,16
E02006728,24
E02006729,11
E02006730,10
E02006731,15
E02006732,13
E02006733,4
E02006734,22
E02006735,8
E02006736,5
E02006737,9
E02006738,11
E02006739,16
E02006740,6
E02006741,30
E02006742,12
E02006743,10
E02006744,7
E02006745,19
E02006746,16
E02006747,4
E02006748,10
E02006749,5
E02006750,18
E02006751,15
E02006752,5
E02006753,8
E02006754,6
E02006755,10
E02006756,11
E02006757,22
E02006758,8
E02006759,17
E02006760,19
E02006761,14
E02006762,15
E02006763,20
E02006764,15
E02006765,18
E02006766,12
E02006767,17
E02006768,16
E02006769,16
E02006770,16
E02006771,13
E02006772,21
E02006773,38
E02006774,17
E02006775,20
E02006776,25
E02006777,11
E02006778,13
E02006779,15
E02006780,11
E02006781,0
E02006782,26
E02006783,16
E02006784,16
E02006785,12
E02006786,15
E02006787,8
E02006788,12
E02006789,23
E02006790,24
E02006791,11
E02006792,17
E02006793,22
E02006794,19
E02006795,22
E02006796,19
E02006798,25
E02006799,29
E02006800,39
E02006801,9
E02006802,12
E02006803,5
E02006804,23
E02006805,16
E02006806,17
E02006807,10
E02006808,15
E02006809,34
E02006810,27
E02006811,23
E02006812,15
E02006813,18
E02006814,19
E02006815,53
E02006816,16
E02006817,11
E02006818,28
E02006819,12
E02006820,15
E02006821,10
E02006822,24
E02006823,12
E02006824,10
E02006825,6
E02006826,6
E02006827,14
E02006828,11
E02006829,26
E02006830,6
E02006831,14
E02006832,10
E02006833,27
E02006834,23
E02006835,17
E02006836,34
E02006837,46
E02006838,7
E02006839,33
E02006840,11
E02006841,25
E02006842,20
E02006843,2
E02006844,1
E02006845,18
E02006846,0
E02006847,15
E02006848,6
E02006849,6
E02006850,14
E02006851,4
E02006852,10
E02006853,9
E02006854,3
E02006855,15
E02006856,23
E02006857,28
E02006858,10
E02006859,6
E02006860,36
E02006861,29
E02006862,12
E02006863,4
E02006864,15
E02006865,38
E02006866,17
E02006867,12
E02006868,22
E02006869,44
E02006870,26
E02006871,24
E02006872,33
E02006873,2
E02006874,8
E02006875,0
E02006876,21
E02006877,14
E02006878,17
E02006879,17
E02006880,31
E02006881,38
E02006882,35
E02006883,28
E02006884,24
E02006885,25
E02006886,20
E02006887,4
E02006888,10
E02006889,13
E02006890,7
E02006891,27
E02006892,18
E02006893,20
E02006894,39
E02006895,15
E02006896,7
E02006897,8
E02006898,4
E02006899,3
E02006900,37
E02006901,24
E02006902,1
E02006903,33
E02006904,4
E02006905,12
E02006906,34
E02006907,3
E02006908,5
E02006909,31
E02006910,25
E02006911,38
E02006912,3
E02006913,6
E02006914,2
E02006915,11
E02006916,7
E02006917,0
E02006918,14
E02006919,24
E02006920,17
E02006921,13
E02006922,43
E02006924,49
E02006925,42
E02006926,7
E02006927,31
E02006928,3
E02006929,15
E02006930,6
E02006931,13
E02006932,2
E02006933,11
E02006934,3
W02000001,7
W02000002,8
W02000003,11
W02000004,7
W02000005,5
W02000006,15
W02000007,5
W02000008,14
W02000009,9
W02000010,1
W02000011,10
W02000012,4
W02000013,11
W02000014,12
W02000015,7
W02000016,4
W02000017,7
W02000018,5
W02000019,4
W02000020,6
W02000021,12
W02000022,7
W02000023,6
W02000024,5
W02000025,3
W02000026,8
W02000027,11
W02000028,11
W02000029,15
W02000030,7
W02000031,16
W02000032,12
W02000033,8
W02000034,10
W02000035,10
W02000036,16
W02000037,0
W02000038,5
W02000039,9
W02000040,6
W02000041,10
W02000042,20
W02000043,16
W02000044,13
W02000045,31
W02000047,1
W02000049,7
W02000050,7
W02000051,6
W02000052,6
W02000053,13
W02000054,9
W02000055,6
W02000056,6
W02000057,35
W02000058,13
W02000059,13
W02000060,24
W02000061,20
W02000062,16
W02000063,7
W02000064,16
W02000065,14
W02000066,21
W02000067,12
W02000068,15
W02000069,18
W02000070,16
W02000071,20
W02000072,28
W02000073,25
W02000074,21
W02000075,13
W02000076,14
W02000077,11
W02000080,10
W02000081,32
W02000082,15
W02000083,19
W02000084,15
W02000085,34
W02000086,13
W02000087,21
W02000088,27
W02000089,11
W02000090,8
W02000091,11
W02000092,9
W02000093,7
W02000094,17
W02000095,8
W02000096,19
W02000097,13
W02000098,10
W02000099,13
W02000100,2
W02000101,7
W02000102,10
W02000103,3
W02000104,12
W02000105,11
W02000106,7
W02000107,12
W02000108,23
W02000109,13
W02000110,6
W02000111,8
W02000113,16
W02000114,7
W02000116,1
W02000117,2
W02000118,2
W02000120,10
W02000122,6
W02000123,9
W02000124,20
W02000125,14
W02000126,5
W02000127,14
W02000128,9
W02000129,9
W02000130,7
W02000131,8
W02000132,5
W02000133,9
W02000134,13
W02000135,10
W02000136,13
W02000137,9
W02000138,11
W02000139,6
W02000140,9
W02000141,11
W02000142,18
W02000143,17
W02000144,14
W02000145,9
W02000146,9
W02000147,11
W02000148,8
W02000149,23
W02000151,4
W02000152,36
W02000153,24
W02000154,12
W02000156,27
W02000157,20
W02000158,4
W02000159,6
W02000160,15
W02000161,12
W02000162,16
W02000163,8
W02000164,24
W02000165,39
W02000166,18
W02000167,17
W02000168,28
W02000169,19
W02000170,18
W02000171,12
W02000172,27
W02000173,15
W02000174,22
W02000175,34
W02000176,32
W02000177,14
W02000178,13
W02000179,29
W02000180,11
W02000181,34
W02000182,16
W02000183,19
W02000184,10
W02000185,6
W02000186,11
W02000187,8
W02000188,11
W02000189,21
W02000190,5
W02000191,26
W02000192,18
W02000193,15
W02000194,10
W02000195,11
W02000196,21
W02000197,14
W02000198,21
W02000200,14
W02000201,12
W02000202,41
W02000203,24
W02000204,15
W02000205,18
W02000206,30
W02000207,17
W02000208,25
W02000209,14
W02000210,10
W02000211,20
W02000212,20
W02000213,19
W02000214,52
W02000215,13
W02000216,41
W02000217,8
W02000218,20
W02000219,19
W02000220,22
W02000221,15
W02000222,29
W02000223,22
W02000224,12
W02000225,26
W02000226,36
W02000227,26
W02000228,21
W02000229,23
W02000230,23
W02000231,16
W02000232,26
W02000233,9
W02000234,24
W02000235,45
W02000236,21
W02000237,6
W02000238,13
W02000239,5
W02000240,30
W02000241,32
W02000242,12
W02000243,18
W02000244,25
W02000245,20
W02000246,10
W02000247,16
W02000248,22
W02000249,26
W02000250,21
W02000251,21
W02000252,15
W02000253,23
W02000254,27
W02000255,18
W02000256,29
W02000257,25
W02000258,30
W02000259,28
W02000260,20
W02000261,22
W02000262,20
W02000263,14
W02000264,19
W02000265,40
W02000266,15
W02000267,29
W02000268,48
W02000269,34
W02000270,23
W02000271,19
W02000272,41
W02000273,11
W02000274,57
W02000275,28
W02000276,24
W02000277,36
W02000278,18
W02000279,19
W02000280,19
W02000281,16
W02000282,17
W02000284,33
W02000285,24
W02000286,17
W02000287,25
W02000288,34
W02000289,29
W02000290,35
W02000291,19
W02000292,19
W02000293,15
W02000294,19
W02000295,25
W02000296,17
W02000297,11
W02000298,15
W02000299,12
W02000300,11
W02000301,25
W02000302,19
W02000303,12
W02000304,13
W02000305,7
W02000306,15
W02000307,7
W02000308,23
W02000309,23
W02000310,2
W02000311,21
W02000312,18
W02000313,25
W02000314,16
W02000315,27
W02000316,20
W02000317,16
W02000318,21
W02000319,25
W02000320,15
W02000321,34
W02000322,25
W02000323,17
W02000324,15
W02000325,27
W02000326,27
W02000327,9
W02000328,24
W02000329,21
W02000330,26
W02000331,15
W02000332,18
W02000333,8
W02000334,12
W02000335,20
W02000336,22
W02000337,16
W02000338,18
W02000339,31
W02000340,7
W02000341,9
W02000342,30
W02000343,21
W02000344,10
W02000345,13
W02000346,11
W02000347,17
W02000348,22
W02000349,22
W02000350,15
W02000351,12
W02000352,7
W02000353,7
W02000354,11
W02000355,32
W02000356,17
W02000357,16
W02000358,17
W02000359,24
W02000360,16
W02000361,18
W02000362,9
W02000363,17
W02000364,34
W02000365,8
W02000366,23
W02000367,15
W02000368,3
W02000369,6
W02000370,18
W02000371,31
W02000372,14
W02000373,20
W02000374,11
W02000375,22
W02000376,16
W02000377,27
W02000378,21
W02000379,12
W02000380,14
W02000381,20
W02000382,29
W02000383,14
W02000384,5
W02000385,18
W02000386,30
W02000387,16
W02000388,14
W02000389,26
W02000390,17
W02000391,6
W02000392,29
W02000393,16
W02000394,15
W02000395,9
W02000396,9
W02000397,18
W02000398,9
W02000399,15
W02000400,13
W02000401,7
W02000402,17
W02000403,9
W02000404,13
W02000405,7
W02000406,33
W02000407,18
W02000408,10
W02000409,10
W02000410,13
W02000411,27
W02000412,25
W02000414,11
W02000415,30
W02000416,43
W02000417,22
W02000418,23
W02000419,17
W02000420,45
W02000421,15
W02000422,2
W02000423,31
,
Source: Office for National Statistics - Monthly mortality analysis,
